Algorithm,Total_Agents,Cores_Used,Migration_Interval,Run_ID,Final_Fitness,Execution_Time_Sec
Classic Serial,400,1,N/A,0,1.7851207290364712e-05,8.331340599999749
Classic Serial,400,1,N/A,1,0.007400653928030576,8.062456499999826
Classic Serial,400,1,N/A,2,0.012320630682487455,9.303683699999965
Classic Serial,400,1,N/A,3,0.01730302587990462,7.604309500000454
Classic Serial,400,1,N/A,4,3.572419632558166e-06,7.562703399999009
Island Parallel,400,4,20,0,0.8724701739768375,2.71297659999982
Island Parallel,400,4,20,1,1.0372036579946184,2.967687599999408
Island Parallel,400,4,20,2,0.9971231137758317,3.005549699999392
Island Parallel,400,4,20,3,0.8853558580825346,2.9841844999991736
Island Parallel,400,4,20,4,0.9197566497103143,2.9161164999986795
